original_image_id,source_file,output_file,assigned_condition,distortion,severity,parameters,seed
315504,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000315504.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000315504.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 166.66919174940492, 'severity': 'medium', 'mse': 750.3976376376377, 'psnr': 19.377889027177886}",42
316782,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000316782.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000316782.jpg,clean,,,{'condition': 'clean'},42
318333,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000318333.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000318333.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 64.89487627418411, 'severity': 'mild', 'mse': 324.95409714090556, 'psnr': 23.01258343785564}",42
320428,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000320428.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000320428.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 500.30251085069443, 'psnr': 21.138476784005213}",42
320429,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000320429.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000320429.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 355.7509977556596, 'psnr': 22.61934234067542}",42
321794,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000321794.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000321794.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 220.5416556372549, 'psnr': 24.69589730307558}",42
321821,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000321821.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000321821.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 88.21658741346839, 'severity': 'mild', 'mse': 339.5278444574551, 'psnr': 22.822049645831903}",42
322106,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000322106.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000322106.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 922.5393278226323, 'psnr': 18.480954716820236}",42
322695,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000322695.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000322695.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 1196.8463297143976, 'psnr': 17.350419685578593}",42
322892,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000322892.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000322892.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 27.564521350433825, 'severity': 'medium', 'mse': 339.47156030444967, 'psnr': 22.822769643432885}",42
323478,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000323478.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000323478.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 147.67323014246682, 'psnr': 26.43778586308239}",42
324143,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000324143.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000324143.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 459.27396198403426, 'psnr': 21.51008536584756}",42
324638,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000324638.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000324638.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3702.5130121346556, 'psnr': 12.44583767384766}",42
325080,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000325080.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000325080.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 176.65451448187392, 'severity': 'severe', 'mse': 1406.1345105105106, 'psnr': 16.650534936846054}",42
325115,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000325115.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000325115.jpg,clean,,,{'condition': 'clean'},42
326706,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000326706.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000326706.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 170.380570524205, 'severity': 'medium', 'mse': 556.0454641040689, 'psnr': 20.6797005849035}",42
327055,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000327055.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000327055.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 44.269941483565255, 'severity': 'mild', 'mse': 294.8147873263889, 'psnr': 23.4353109778269}",42
327088,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000327088.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000327088.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3330.658226996528, 'psnr': 12.905502906939159}",42
327527,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000327527.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000327527.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 116.22993689377446, 'severity': 'mild', 'mse': 355.28361930490655, 'psnr': 22.625051764843697}",42
327573,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000327573.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000327573.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 103.89984756075505, 'severity': 'medium', 'mse': 719.0573407616121, 'psnr': 19.563168365720905}",42
329752,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000329752.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000329752.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 20.668309358612078, 'severity': 'mild', 'mse': 95.25259440104166, 'psnr': 28.34203547452415}",42
329831,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000329831.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000329831.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 96.91464804575357, 'severity': 'medium', 'mse': 809.7093408469946, 'psnr': 19.047512115202146}",42
330403,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000330403.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000330403.jpg,clean,,,{'condition': 'clean'},42
330614,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000330614.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000330614.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 97.37398278560251, 'psnr': 28.24637427007903}",42
330909,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000330909.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000330909.jpg,clean,,,{'condition': 'clean'},42
330932,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000330932.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000330932.jpg,clean,,,{'condition': 'clean'},42
331082,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000331082.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000331082.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 543.7666883680556, 'psnr': 20.776677620685437}",42
331315,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000331315.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000331315.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 428.3441199512535, 'psnr': 21.812875513218387}",42
331670,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000331670.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000331670.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2225.51806411385, 'psnr': 14.656492371479866}",42
331959,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000331959.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000331959.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 2.0154237236732597, 'severity': 'mild', 'mse': 250.30280439121756, 'psnr': 24.14614645399487}",42
333081,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000333081.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000333081.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 110.15977751756441, 'psnr': 27.710573107340725}",42
333665,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000333665.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000333665.jpg,clean,,,{'condition': 'clean'},42
334034,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000334034.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000334034.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4343.070950520833, 'psnr': 11.752834366016994}",42
334075,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000334075.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000334075.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 151.63740352476546, 'severity': 'mild', 'mse': 191.09636838737202, 'psnr': 25.318279271059964}",42
335065,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000335065.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000335065.jpg,clean,,,{'condition': 'clean'},42
335479,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000335479.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000335479.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 68.00065946957213, 'severity': 'severe', 'mse': 616.6993478732638, 'psnr': 20.230068716846617}",42
